"","PANEL","FILE","ID","CHR","P0","P1","HSQ","BEST.GWAS.ID","BEST.GWAS.Z","EQTL.ID","EQTL.R2","EQTL.Z","EQTL.GWAS.Z","NSNP","NWGT","MODEL","MODELCV.R2","MODELCV.PV","TWAS.Z","TWAS.P","POS","cancer_type"
"14","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.TRIT1_54802.wgt.RDat","TRIT1","1",40306708,40349177,0.2879,NA,NA,NA,NA,NA,NA,0,0,"top1",0.19,7.1e-06,NA,NA,40327942.5,"Melanoma"
"15","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.KIAA0467_23334.wgt.RDat","KIAA0467","1",43855556,43918304,0.1677,"rs2069385",-1.17,"rs1760670",0.0812,0,0.078,52,52,"blup",0.13,0.00029,-0.0128,0.9898,43886930,"Melanoma"
"16","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.CCDC163P_126661.wgt.RDat","CCDC163P","1",45960581,45965646,0.2879,"rs945179",-2.3,"rs998199",0.02932,0,-0.9572,37,3,"lasso",0.04,0.031,-2.0449,0.0409,45963113.5,"Melanoma"
"17","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.GPX7_2882.wgt.RDat","GPX7","1",53068043,53074722,0.1929,"rs7529595",2.68,"rs835334",0.09606,0,-0.8506,46,46,"blup",0.14,0.00014,2.3532,0.0186,53071382.5,"Melanoma"
"18","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.LRRIQ3_127255.wgt.RDat","LRRIQ3","1",74491704,74663871,0.3151,"rs10493533",-1.91,"rs12138557",0.24033,0,0.4152,75,75,"blup",0.25,1.8e-07,0.2631,0.7925,74577787.5,"Melanoma"
"19","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.CRYZ_1429.wgt.RDat","CRYZ","1",75171175,75199092,0.5489,NA,NA,NA,NA,NA,NA,0,0,"top1",0.22,1.4e-06,NA,NA,75185133.5,"Melanoma"
"20","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.WDR63_126820.wgt.RDat","WDR63","1",85527993,85598820,0.2609,"rs10493761",2.22,"rs6679539",0.05516,0,-0.6008,92,4,"lasso",0.073,0.0053,-0.2466,0.8052,85563406.5,"Melanoma"
"21","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.CCBL2_56267.wgt.RDat","CCBL2","1",89401456,89458643,0.2351,NA,NA,NA,NA,NA,NA,0,0,"top1",0.2,5e-06,NA,NA,89430049.5,"Melanoma"
"22","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.GBP3_2635.wgt.RDat","GBP3","1",89472367,89488549,0.3456,NA,NA,NA,NA,NA,NA,0,0,"top1",0.13,0.00023,NA,NA,89480458,"Melanoma"
"23","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.AMIGO1_57463.wgt.RDat","AMIGO1","1",110049447,110052336,0.1491,NA,NA,NA,NA,NA,NA,0,0,"top1",0.082,0.0032,NA,NA,110050891.5,"Melanoma"
"24","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.GSTM5_2949.wgt.RDat","GSTM5","1",110254864,110260888,0.2267,"rs3754446",-2.06,"rs627365",-0.00341,0,-0.7103,47,15,"enet",0.085,0.0028,1.2657,0.2056,110257876,"Melanoma"
"25","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.GSTM3_2947.wgt.RDat","GSTM3","1",110276554,110283660,0.2347,"rs3754446",-2.06,"rs2239892",0.07196,0,-0.2508,51,5,"lasso",0.11,0.00074,-1.2995,0.1938,110280107,"Melanoma"
"26","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.ST7L_54879.wgt.RDat","ST7L","1",113066142,113162405,0.2856,NA,NA,NA,NA,NA,NA,0,0,"top1",0.29,2.2e-08,NA,NA,113114273.5,"Melanoma"
"27","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.WARS2_10352.wgt.RDat","WARS2","1",119573841,119683295,0.2953,"rs6678854",2.23,"rs12742627",0.12447,0,1.6424,73,73,"blup",0.29,2.3e-08,1.7865,0.074,119628568,"Melanoma"
"28","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.NOTCH2NL_388677.wgt.RDat","NOTCH2NL","1",145209111,145295525,0.3755,"rs2274617",1.42,"rs28549707",0.23274,0,-0.0948,15,15,"blup",0.25,2.1e-07,1.4432,0.149,145252318,"Melanoma"
"29","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.FCGR1A_2209.wgt.RDat","FCGR1A","1",149754250,149764073,0.0998,"rs4926386",-1.68,"rs1349532",0.03453,0,-0.9037,15,4,"lasso",0.036,0.039,1.3391,0.1805,149759161.5,"Melanoma"
"30","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.HORMAD1_84072.wgt.RDat","HORMAD1","1",150670542,150693352,0.1634,NA,NA,NA,NA,NA,NA,0,0,"top1",0.17,2.2e-05,NA,NA,150681947,"Melanoma"
"31","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.SNX27_81609.wgt.RDat","SNX27","1",151584662,151671559,0.5117,"rs6696250",-2.26,"rs1891593",-0.00707,0,0.5214,52,52,"blup",0.092,0.0019,-1.1059,0.2688,151628110.5,"Melanoma"
"32","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.LOC100132111_100132111.wgt.RDat","LOC100132111","1",151810945,151816640,0.1578,"rs9826",-2.65,"rs868866",0.03687,0,-1.7856,54,54,"blup",0.055,0.014,-1.188,0.2348,151813792.5,"Melanoma"
"33","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.DENND4B_9909.wgt.RDat","DENND4B","1",153901977,153919154,0.1031,NA,NA,NA,NA,NA,NA,0,0,"top1",0.09,0.0022,NA,NA,153910565.5,"Melanoma"
"34","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.RAB13_5872.wgt.RDat","RAB13","1",153954128,153958806,0.1332,NA,NA,NA,NA,NA,NA,0,0,"top1",0.08,0.0037,NA,NA,153956467,"Melanoma"
"35","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.IL6R_3570.wgt.RDat","IL6R","1",154377669,154440188,0.1197,"rs1386821",2.56,"rs4414034",0.03848,0,2.1682,57,57,"blup",0.11,6e-04,0.4686,0.6393,154408928.5,"Melanoma"
"36","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.FCRL3_115352.wgt.RDat","FCRL3","1",157646278,157670775,0.3264,"rs2785664",-2.07,"rs2777987",0.04398,0,0.8769,56,56,"blup",0.12,0.00045,1.1419,0.2535,157658526.5,"Melanoma"
"37","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.COPA_1314.wgt.RDat","COPA","1",160258378,160313354,0.2454,"rs12140856",2.68,"rs11265362",-0.00724,0,2.4724,52,52,"blup",0.073,0.0054,-0.3795,0.7043,160285866,"Melanoma"
"38","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.TSTD1_100131187.wgt.RDat","TSTD1","1",161007424,161008774,0.2346,NA,NA,NA,NA,NA,NA,0,0,"top1",0.046,0.023,NA,NA,161008099,"Melanoma"
"39","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.NME7_29922.wgt.RDat","NME7","1",169101771,169337186,0.1975,NA,NA,NA,NA,NA,NA,0,0,"top1",0.025,0.07,NA,NA,169219478.5,"Melanoma"
"40","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.BAT2L2_23215.wgt.RDat","BAT2L2","1",171454666,171562649,0.2866,NA,NA,NA,NA,NA,NA,0,0,"top1",0.05,0.018,NA,NA,171508657.5,"Melanoma"
"41","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.ABL2_27.wgt.RDat","ABL2","1",179068463,179198819,0.1485,NA,NA,NA,NA,NA,NA,0,0,"top1",0.13,0.00023,NA,NA,179133641,"Melanoma"
"42","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.SOAT1_6646.wgt.RDat","SOAT1","1",179263017,179324452,0.2323,"rs2492778",1.78,"rs1173077",0.05934,0,-0.6262,78,78,"blup",0.063,0.0092,-1.0593,0.2895,179293734.5,"Melanoma"
"43","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.SHISA4_149345.wgt.RDat","SHISA4","1",201858032,201861426,0.22,NA,NA,NA,NA,NA,NA,0,0,"top1",0.13,0.00019,NA,NA,201859729,"Melanoma"
"44","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.RNPEP_6051.wgt.RDat","RNPEP","1",201951766,201975274,0.2062,"rs4131469",2.4,"rs2820327",0.08381,0,-0.9124,56,9,"enet",0.12,0.00038,1.1234,0.2613,201963520,"Melanoma"
"45","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.MDM4_4194.wgt.RDat","MDM4","1",204485511,204677661,0.5264,"rs11240762",3.11,"rs6594014",0.01046,0,-2.1422,134,7,"lasso",0.054,0.015,-1.9716,0.0487,204581586,"Melanoma"
"46","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.PM20D1_148811.wgt.RDat","PM20D1","1",205797154,205819245,0.1729,NA,NA,NA,NA,NA,NA,0,0,"top1",0.11,0.00078,NA,NA,205808199.5,"Melanoma"
"47","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.LQK1_642946.wgt.RDat","LQK1","1",213029947,213031480,0.6104,NA,NA,NA,NA,NA,NA,0,0,"top1",0.52,4.6e-16,NA,NA,213030713.5,"Melanoma"
"48","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.ESRRG_2104.wgt.RDat","ESRRG","1",216676588,217311097,0.4349,"rs10779276",2.71,"rs7537768",-0.01086,0,-0.036,591,591,"blup",0.078,0.0041,-0.2534,0.8,216993842.5,"Melanoma"
"49","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.CDC42BPA_8476.wgt.RDat","CDC42BPA","1",227177567,227505826,0.4158,"rs12739480",-2.04,"rs2777840",-0.00305,0,-0.3617,221,221,"blup",-0.00071,0.34,-0.793,0.4278,227341696.5,"Melanoma"
"50","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.URB2_9816.wgt.RDat","URB2","1",229761981,229795946,0.3001,"rs7541744",-1.66,"rs6587341",0.12861,0,0.2919,86,16,"enet",0.16,5.2e-05,0.9596,0.3372,229778963.5,"Melanoma"
"51","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.AGT_183.wgt.RDat","AGT","1",230838274,230850336,0.3237,"rs2493147",1.83,"rs6659928",0.18883,0,-0.1612,125,2,"lasso",0.2,5.4e-06,0.7431,0.4574,230844305,"Melanoma"
"52","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.C1orf57_84284.wgt.RDat","C1orf57","1",233086370,233114219,0.5711,"rs1073282",1.38,"rs10465473",0.09805,0,1.0166,64,4,"lasso",0.16,3.8e-05,0.0563,0.9551,233100294.5,"Melanoma"
"53","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.ERO1LB_56605.wgt.RDat","ERO1LB","1",236378424,236445339,0.3437,NA,NA,NA,NA,NA,NA,0,0,"top1",0.18,1.3e-05,NA,NA,236411881.5,"Melanoma"
"54","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.KMO_8564.wgt.RDat","KMO","1",241695680,241758943,0.5255,NA,NA,NA,NA,NA,NA,0,0,"top1",0.22,1.8e-06,NA,NA,241727311.5,"Melanoma"
"55","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.EFCAB2_84288.wgt.RDat","EFCAB2","1",245133171,245288530,0.3587,NA,NA,NA,NA,NA,NA,0,0,"top1",0.22,1.9e-06,NA,NA,245210850.5,"Melanoma"
"56","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.ZNF695_57116.wgt.RDat","ZNF695","1",247108854,247242069,0.4244,NA,NA,NA,NA,NA,NA,0,0,"top1",0.16,3.6e-05,NA,NA,247175461.5,"Melanoma"
"57","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.C1QL3_389941.wgt.RDat","C1QL3","10",16555742,16564004,0.509,NA,NA,NA,NA,NA,NA,0,0,"top1",0.31,5.5e-09,NA,NA,16559873,"Melanoma"
"58","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.MASTL_84930.wgt.RDat","MASTL","10",27443717,27475848,0.221,"rs2995499",-1.703,"rs7075448",0.05994,0,0.454,61,61,"blup",0.078,0.0042,-0.234,0.815,27459782.5,"Melanoma"
"59","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.LOC441666_441666.wgt.RDat","LOC441666","10",42827315,42863493,0.174,"rs2505862",-0.443,"rs11238776",0.014123,0,0.193,29,29,"blup",0.11,0.00095,-0.2767,0.782,42845404,"Melanoma"
"60","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.ARID5B_84159.wgt.RDat","ARID5B","10",63661443,63856703,0.337,NA,NA,NA,NA,NA,NA,0,0,"top1",0.027,0.063,NA,NA,63759073,"Melanoma"
"61","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.EGR2_1959.wgt.RDat","EGR2","10",64571760,64578927,0.123,NA,NA,NA,NA,NA,NA,0,0,"top1",0.1,0.0012,NA,NA,64575343.5,"Melanoma"
"62","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.STOX1_219736.wgt.RDat","STOX1","10",70587294,70655209,0.519,NA,NA,NA,NA,NA,NA,0,0,"top1",0.2,4.5e-06,NA,NA,70621251.5,"Melanoma"
"63","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.LRRC20_55222.wgt.RDat","LRRC20","10",72058729,72142382,0.277,"rs11818439",-2.541,"rs10999211",-0.011109,0,-1.19,106,106,"blup",0.017,0.11,-0.0284,0.977,72100555.5,"Melanoma"
"64","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.C10orf4_118924.wgt.RDat","C10orf4","10",95428329,95462913,0.118,"rs2077733",2.957,"rs650058",-0.000718,0,1.477,86,4,"lasso",0.012,0.15,1.2932,0.196,95445621,"Melanoma"
"65","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.CWF19L1_55280.wgt.RDat","CWF19L1","10",101992055,102027437,0.199,NA,NA,NA,NA,NA,NA,0,0,"top1",0.13,0.00028,NA,NA,102009746,"Melanoma"
"66","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.BTRC_8945.wgt.RDat","BTRC","10",103113825,103317068,0.159,"rs7093712",-1.984,"rs17113872",0.074652,0,0.729,89,89,"blup",0.09,0.0022,-0.964,0.335,103215446.5,"Melanoma"
"67","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.ITPRIP_85450.wgt.RDat","ITPRIP","10",106071901,106098162,0.13,NA,NA,NA,NA,NA,NA,0,0,"top1",0.13,0.00031,NA,NA,106085031.5,"Melanoma"
"68","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.METTL10_399818.wgt.RDat","METTL10","10",126447406,126480439,0.387,NA,NA,NA,NA,NA,NA,0,0,"top1",0.21,2.6e-06,NA,NA,126463922.5,"Melanoma"
"69","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.JAKMIP3_282973.wgt.RDat","JAKMIP3","10",133918313,133998312,0.222,"rs870553",3.181,"rs913868",-0.005929,0,-0.286,123,123,"blup",0.059,0.011,-0.3989,0.69,133958312.5,"Melanoma"
"70","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.DPYSL4_10570.wgt.RDat","DPYSL4","10",134000414,134019278,0.265,"rs870553",3.181,"rs7096456",0.065953,0,0.19,64,64,"blup",0.068,0.0071,-0.0527,0.958,134009846,"Melanoma"
"71","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.ECHS1_1892.wgt.RDat","ECHS1","10",135175988,135186908,0.238,"rs1049951",1.673,"rs34466598",0.025073,0,-0.702,40,40,"blup",0.092,0.0019,0.3791,0.705,135181448,"Melanoma"
"72","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.IRF7_3665.wgt.RDat","IRF7","11",612556,615999,0.237,"rs12421158",-2.19,"rs1599726",0.01718,0,-1.174,46,46,"blup",0.14,0.00015,0.4859,0.627,614277.5,"Melanoma"
"73","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.MUC6_4588.wgt.RDat","MUC6","11",1012824,1036706,0.26,"rs6597947",3.6,"rs11246357",0.00408,0,1.727,57,9,"enet",0.031,0.051,-1.8833,0.0597,1024765,"Melanoma"
"74","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.TMEM41B_440026.wgt.RDat","TMEM41B","11",9302201,9336296,0.158,"rs10770022",-1.35,"rs11042231",0.02091,0,0.422,32,6,"enet",0.069,0.0066,-0.9259,0.3545,9319248.5,"Melanoma"
"75","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.INSC_387755.wgt.RDat","INSC","11",15133970,15268752,0.412,"rs2350993",-4.18,"rs12275356",-0.01108,0,-2.576,143,14,"enet",0.026,0.066,2.1079,0.035,15201361,"Melanoma"
"76","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.PIK3C2A_5286.wgt.RDat","PIK3C2A","11",17099277,17229530,0.104,NA,NA,NA,NA,NA,NA,0,0,"top1",0.087,0.0025,NA,NA,17164403.5,"Melanoma"
"77","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.TPH1_7166.wgt.RDat","TPH1","11",18042084,18062335,0.245,"rs7120998",-2.07,"rs211141",-0.00495,0,0.116,38,5,"enet",0.046,0.023,1.634,0.1023,18052209.5,"Melanoma"
"78","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.GTF2H1_2965.wgt.RDat","GTF2H1","11",18343816,18388590,0.166,"rs7103375",-2.08,"rs874957",-0.00294,0,1.525,64,64,"blup",0.012,0.15,0.6991,0.4845,18366203,"Melanoma"
"79","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.LDHC_3948.wgt.RDat","LDHC","11",18433853,18472792,0.312,NA,NA,NA,NA,NA,NA,0,0,"top1",0.26,1.6e-07,NA,NA,18453322.5,"Melanoma"
"80","TCGA-SKCM.TUMOR","data/Updated_SKCM.TUMOR/TCGA-SKCM.TUMOR/TCGA-SKCM.TUMOR.HSD17B12_51144.wgt.RDat","HSD17B12","11",43702143,43878160,0.154,"rs11037703",2,"rs2862996",0.07682,0,0.409,116,17,"enet",0.084,0.003,0.4389,0.6607,43790151.5,"Melanoma"
